X	logFC	FDR
NCU05637	3.56177763135434	4.3488391587659e-09
stk-5	2.54774889703448	4.45757781007981e-09
NCU00237	2.50056277779046	4.51634666566697e-09
NCU11340	7.01668926232291	4.62955348174035e-09
NCU02165	2.82229637478421	4.7355278434618e-09
NCU05239	3.45974569360617	4.74556025739969e-09
NCU04867	8.61009903242122	4.83888900485834e-09
NCU09619	2.68123330190885	4.94182812238702e-09
NCU11312	2.67452885342757	4.94182812238702e-09
NCU08428	4.473340006583	4.96011371071904e-09
NCU00054	2.83347786168274	5.01794537390517e-09
NCU10659	5.92618832449669	5.01794537390517e-09
NCU04774	6.08578939767273	5.01794537390517e-09
NCU03501	4.79939695230945	5.06401568529718e-09
NCU07207	5.20551741813418	5.16366055708423e-09
NCU05229	3.35669112537089	5.20512711253256e-09
NCU09964	5.08899600547934	5.27578276150923e-09
NCU07718	7.04329207674706	5.28985843756386e-09
NCU01678	3.37905492386222	5.36170528386549e-09
NCU06964	5.64468046191449	5.53575838740879e-09
NCU07477	2.97720250022982	5.57962780035441e-09
NCU00916	4.28630013070908	5.71030802001206e-09
NCU07911	2.78312246554669	5.73246235755434e-09
NCU16558	3.10626143138745	5.73779289611621e-09
NCU07971	2.84718846656279	5.796220760364e-09
NCU00576	2.08955238534651	6.0903123168393e-09
NCU07116	3.80173061827231	6.11457542478783e-09
NCU05351	7.73253141822473	6.23667862034662e-09
NCU02592	3.26731483173854	6.25498428005812e-09
NCU05064	2.32454835568371	6.26468742049003e-09
NCU16597	4.58852740671485	6.29216923503712e-09
NCU01853	5.98353272419823	6.44016353015583e-09
NCU00317	2.77469857191427	6.51166564585582e-09
NCU01791	2.38846211294085	6.68619659631925e-09
NCU06503	2.25342067372115	7.09932800459057e-09
NCU07463	6.30354844921914	7.12142774081297e-09
NCU10651	4.55863301214292	7.21777624565379e-09
NCU16961	7.04191655607264	7.38639355688206e-09
NCU09698	5.06330052855719	7.41906409354272e-09
NCU07249	5.04878449231554	7.68188798522005e-09
NCU09017	2.5388978509665	7.78299843177038e-09
bud4	2.26408743550424	7.79371123299969e-09
NCU08856	4.03138294398987	7.80860146008552e-09
NCU05153	4.41393091278654	7.91008085912548e-09
NCU04961	6.5931026658877	7.9428791613423e-09
NCU05906	3.19353883146477	7.94773089114901e-09
rho-2	2.3106400270459	8.0463970017848e-09
NCU04727	4.77204504575546	8.12203046708243e-09
gh13-3	3.52111041267807	8.15048130787252e-09
NCU05881	3.15000761599982	8.15651057332538e-09
NCU05761	6.88681474197991	8.20358825603803e-09
NCU03260	2.0983086306249	8.3079573326721e-09
NCU03286	6.66693220421822	8.3079573326721e-09
NCU16997	4.96609216580808	8.35880505366526e-09
vad-5	3.22606231958869	8.86823773331245e-09
chs-6	3.81436415740675	8.86849260686808e-09
NCU16503	2.97533595475807	9.00266128598287e-09
NCU07086	6.60611071299715	9.1111560099233e-09
NCU05107	5.93407818969826	9.16162422675291e-09
NCU07385	3.87402918069986	9.34638706372385e-09
NCU16492	4.30620269076559	9.46013239649327e-09
NCU04694	4.51316446500873	9.54820465756975e-09
NCU10448	5.51028257781206	9.87967647243464e-09
NCU03035	2.73954068676343	9.99676000478488e-09
NCU12069	5.11397984081176	1.01169895802625e-08
NCU09168	7.02835326304744	1.03405218170727e-08
NCU05767	6.20327825165409	1.0355404353019e-08
NCU17267	8.95077118731851	1.04301348624075e-08
NCU00363	3.27673849377057	1.06635021557765e-08
NCU02648	2.63306727852115	1.09371452563036e-08
NCU06804	3.8698364864263	1.09453869695089e-08
NCU16901	3.46143898168487	1.12084922865388e-08
NCU03500	2.59509652759471	1.1339238086661e-08
NCU00832	2.91502735282215	1.15169466928877e-08
NCU17270	7.32895945621658	1.27099054891746e-08
stk-56	5.96749877814473	1.302194705348e-08
NCU07073	2.99796492020407	1.30819537052407e-08
NCU02029	4.5452426431548	1.33402432031748e-08
NCU08543	5.98772626113134	1.33657087334068e-08
NCU12052	7.09106017252411	1.35372301275712e-08
NCU02590	3.04212231756029	1.3627761381542e-08
pks-2	2.30789182067047	1.37368614905596e-08
NCU02486	7.16376024579187	1.38501281525892e-08
NCU03172	4.07550386860509	1.43611488744874e-08
NCU07510	5.19183348110981	1.5102460620024e-08
NCU07618	4.82831511950564	1.51333698835647e-08
NCU09566	2.89380369578371	1.53291604733964e-08
NCU03299	2.27497234100364	1.54684989578995e-08
NCU07122	5.14252476539072	1.60048475511602e-08
NCU04637	2.78446726986439	1.6081166026567e-08
NCU09785	4.83405352109564	1.6188810745701e-08
NCU05316	3.23771030965573	1.63358509583324e-08
NCU02924	6.61180437533478	1.66300779064777e-08
NCU05555	2.80114300095666	1.6675423123075e-08
NCU10006	4.55721240589798	1.66842648103771e-08
NCU02187	2.45588348562492	1.67042300655379e-08
NCU05834	3.9755490666968	1.68495525894283e-08
NCU09613	5.56513442193794	1.687098429264e-08
NCU07952	2.35282070456836	1.75850532687514e-08
NCU05307	3.51075032192085	1.75850532687514e-08
NCU00988	5.68316800174702	1.79170352018924e-08
NCU10910	3.69159875375897	1.79818107549935e-08
NCU08821	3.02208938499566	1.8003694404329e-08
NCU00515	2.55720810534148	1.80070358995806e-08
NCU06756	3.34393118658458	1.82845103865443e-08
NCU02928	3.31662812130805	1.90097257904433e-08
NCU16631	6.07167110624631	1.94345194169566e-08
NCU05730	5.29857842923455	1.96425040849887e-08
gh38-1	2.88082195758831	1.97556043402216e-08
NCU03279	4.04687645030528	2.05146443812616e-08
NCU05012	3.10658558408276	2.05146443812616e-08
NCU08606	3.88487899015637	2.09286084079777e-08
NCU03247	4.40063540216229	2.16655273440176e-08
NCU08489	3.8119326366294	2.18055548337134e-08
NCU01211	3.56636227790372	2.20958288332089e-08
NCU16920	6.42041416632298	2.22706231694302e-08
NCU07085	8.48512621004143	2.22706231694302e-08
NCU09103	4.05472336364946	2.22706231694302e-08
NCU05574	2.90907659914993	2.23118030993331e-08
NCU07322	3.2982596277111	2.26331694457636e-08
NCU06339	4.74615232071955	2.26935714449195e-08
NCU09537	2.04057673195329	2.33537882856639e-08
rrp3	3.60371385175216	2.33771161205684e-08
NCU00509	3.00710559675405	2.35570842819777e-08
NCU04482	4.00200078869877	2.35570842819777e-08
NCU16906	5.27033910516559	2.363796157589e-08
ada-5	3.36793263510727	2.39649257630087e-08
NCU00895	2.04889784672337	2.3977525796435e-08
NCU08337	5.54073748249076	2.40075836060474e-08
set-6	3.47611529256089	2.40075836060474e-08
NCU09169	5.24182981055005	2.40215284153865e-08
pex12	2.97213617015698	2.48134114714411e-08
NCU00873	3.69263149182329	2.52263378035689e-08
NCU04796	2.45929729314674	2.53066477676065e-08
NCU16670	2.9850864991869	2.53099911777034e-08
NCU06513	3.27734529060942	2.53900877328155e-08
NCU07217	4.93305492022435	2.58352097454231e-08
NCU09931	2.47405242934457	2.59079271399161e-08
NCU00967	2.66641085762506	2.60930423504571e-08
NCU17278	3.85792053142377	2.6465214109508e-08
NCU11324	3.62810953901434	2.66518189636983e-08
NCU17269	5.66508476658996	2.70147026096118e-08
NCU16905	3.85150930640836	2.71046487759656e-08
NCU06602	2.38014722970083	2.72235296408994e-08
NCU15830	4.91180600562814	2.73956083553329e-08
NCU07425	2.21614044749913	2.77365246545734e-08
ck-1b	2.44224514265266	2.77901549665083e-08
NCU05764	7.74613335697236	2.81896563805715e-08
NCU08191	6.07924431197251	2.85618135216713e-08
NCU08159	3.8692625529733	2.95002312280388e-08
fbm-1	7.3842556391747	2.96188617966203e-08
hak-1	4.7217025414677	3.01541457914484e-08
NCU02182	3.7495111292301	3.02286281268791e-08
NCU01092	4.00075146011022	3.07046578854763e-08
NCU00983	2.70543703112095	3.0837380429378e-08
NCU09636	4.47852304711416	3.12943557040183e-08
NCU07917	5.18594341124199	3.17916893185039e-08
NCU02773	3.28272089073214	3.17916893185039e-08
NCU04841	3.07558629445798	3.33727003071315e-08
nic-5	2.46172064690854	3.38566022502457e-08
NCU09350	4.5425741899554	3.40664963910901e-08
NCU02183	4.98487004577383	3.42186270501891e-08
NCU02908	7.27185467640632	3.43170768331921e-08
NCU00490	2.51062841009865	3.43272134762748e-08
NCU09635	5.81446418945373	3.46195804270315e-08
NCU09076	2.22569717889736	3.47321494034199e-08
NCU00233	2.9601847054384	3.50454613033365e-08
camk-1	3.46134217495994	3.56399261775121e-08
NCU01266	3.59953641793632	3.59070511040257e-08
NCU06265	3.24601857058561	3.6472681867894e-08
NCU07641	7.41878374981408	3.65930537416059e-08
NCU16875	3.20807333590738	3.67006940512112e-08
NCU01385	3.73834435098814	3.69610957755589e-08
NCU03950	2.55467692872124	3.72116275431029e-08
NCU07022	4.54379334462721	3.73233883902754e-08
NCU09413	3.64513340249549	3.74315169300831e-08
NCU07951	2.57365354741166	3.74505382453831e-08
NCU05105	2.70125207330153	3.76226954033245e-08
NCU00699	4.2656521960514	3.78251354451192e-08
NCU16016	4.69652691050244	3.82185208383888e-08
NCU05641	3.52900242306029	3.82499756114507e-08
NCU08842	3.08799131978941	4.0437578181925e-08
NCU01957	3.40957148494002	4.05813269976957e-08
NCU07151	5.69780726679868	4.19206306418101e-08
NCU02877	4.20150215296365	4.29111467343741e-08
cdh-2	4.67980457094161	4.29111467343741e-08
pex2	2.95423054715129	4.37648097971308e-08
NCU00875	3.21517792811902	4.41219108342029e-08
NCU10129	4.7166708219858	4.41219108342029e-08
NCU09280	5.37011089873129	4.42372791371066e-08
NCU12154	2.87608174963263	4.47003632290366e-08
NCU09565	3.04281794719093	4.52280986433551e-08
NCU00759	2.88564648488461	4.52729821310687e-08
NCU08233	4.15946968048045	4.53419947232182e-08
NCU03549	2.04856858638064	4.53828604110779e-08
NCU10285	4.65814451952762	4.6157481029214e-08
NCU10641	3.98970905966479	4.74181161694994e-08
NCU03456	7.40889936495593	4.75224510704398e-08
NCU01034	4.41683996739071	4.7783875154247e-08
NCU11331	5.54151653279716	4.80529267998554e-08
NCU07978	6.43981162819957	4.81800154574091e-08
NCU11382	4.56099159077112	4.86868643943919e-08
NCU03275	4.17722662452633	5.0027040843817e-08
NCU09786	2.67976439110291	5.0027040843817e-08
NCU02491	2.71201681512205	5.03808779485422e-08
NCU08844	2.06976845295234	5.06217383785268e-08
NCU17263	3.93595163988352	5.07089999519215e-08
NCU03331	2.78999332306432	5.24186711651265e-08
NCU02242	2.0615421411449	5.3708050303895e-08
NCU09729	4.0534963661228	5.51977877564052e-08
fwd-2	3.28881431815761	5.53691813961237e-08
NCU12077	7.50241375576648	5.5470226100577e-08
NCU05524	3.88093102655432	5.75012049628897e-08
NCU09355	4.47572047533813	5.84513125895057e-08
NCU08052	3.78121156050978	6.01732324979419e-08
NCU08187	5.61482071607553	6.01732324979419e-08
NCU07894	3.68112344614597	6.0290047402826e-08
NCU09524	5.0264901868831	6.11640841541591e-08
NCU07255	3.84117401000702	6.20245316556025e-08
NCU09787	3.24571704564769	6.22158031296747e-08
NCU16917	4.56892255153576	6.23537200646963e-08
NCU02139	2.55271381719071	6.2755637839432e-08
NCU07138	2.80458612928639	6.38448297559201e-08
NCU06111	3.30397982178421	6.60045379887276e-08
NCU16473	5.25322289235581	6.60045379887276e-08
NCU07449	6.79428354494049	6.62506914315242e-08
gh11-2	6.57930930130101	6.96759773633669e-08
NCU07912	3.89865901657591	7.02654477959343e-08
NCU04346	4.19516489220342	7.03567688748318e-08
NCU09458	3.91379611332648	7.06370929781556e-08
NCU09781	2.84665464302628	7.14686234333926e-08
NCU02120	2.48189834759184	7.26690136202531e-08
NCU07311	3.87002705955834	7.29683409766046e-08
NCU07473	3.1218950302471	7.41509537022914e-08
NCU00251	2.58542453793853	7.49092137473419e-08
NCU04847	4.70959969991665	7.49092137473419e-08
NCU03267	2.51842372563784	7.61938378259256e-08
NCU05888	2.76137835937585	7.65770633127668e-08
NCU01886	3.44857799153541	7.6885581962145e-08
NCU02945	3.35090221015453	7.70170006464748e-08
NCU01561	5.38038716883	7.70585554825128e-08
tre-1	4.09454560110125	7.8636714385535e-08
NCU01109	5.68104760237134	8.09915288735345e-08
bni1	2.19349383294028	8.28316987637527e-08
NCU09570	3.07713409525236	8.61698780855927e-08
sah-1	2.76253923508705	8.63532762981349e-08
NCU00521	2.77503079982832	8.71647605221461e-08
NCU06970	2.36399090958516	9.02802871752022e-08
NCU04419	2.49158995092524	9.06923511932751e-08
NCU05518	3.34945097033537	9.49768188529705e-08
NCU01176	2.71726749014236	9.65870842822021e-08
NCU05159	2.6604415345257	9.80654844768958e-08
NCU07948	3.51432959305772	1.00115569463346e-07
NCU05801	4.39049444448926	1.02045474368532e-07
NCU03082	2.72467526869248	1.03456204221119e-07
NCU02879	4.78074255366661	1.03456204221119e-07
NCU06548	4.77886874074068	1.05917253974481e-07
NCU05530	5.55034890113876	1.06221799506474e-07
NCU00039	4.62369570533014	1.06221799506474e-07
NCU03861	5.23061766787006	1.08218884964279e-07
prd-4	2.63977947229939	1.09024276805245e-07
NCU05099	6.61535333088258	1.09051215533038e-07
NCU10501	5.67741879303017	1.10817892340548e-07
NCU08735	4.01705095133807	1.14985621520025e-07
NCU16561	3.34845385877456	1.15405595601888e-07
NCU08905	2.68643769926271	1.177156308167e-07
NCU00042	2.06124673267142	1.18696337064433e-07
NCU03322	4.35596897413335	1.19189003629336e-07
NCU09245	4.041698065574	1.19490469220667e-07
pex4	2.75047362966862	1.19902135058852e-07
NCU07823	3.80332327895462	1.26845030128574e-07
NCU07258	2.36928223770774	1.27979993595612e-07
NCU07622	2.68026144531974	1.28431390331681e-07
NCU05321	3.47873235228031	1.38502202726097e-07
NCU05343	2.39095837879243	1.40145301993157e-07
NCU02750	2.47699360714496	1.40955708792519e-07
NCU08152	6.68970294373957	1.41017747674835e-07
NCU06699	2.46081330708587	1.41338002577899e-07
NCU00822	4.19743738910472	1.42562293157582e-07
gh18-5	3.08280506734228	1.4370769852852e-07
NCU08634	4.189040119237	1.45220714967293e-07
NCU03153	3.10502924888304	1.4752459865003e-07
NCU16321	5.19571459800645	1.48369598259434e-07
NCU07270	3.15579689339772	1.53707844755191e-07
NCU07966	4.62253801597644	1.53707844755191e-07
NCU09316	2.47360549463266	1.56202057955792e-07
NCU04383	3.07961453949819	1.5708109724742e-07
NCU07145	7.04207540854353	1.58640424297444e-07
NCU01349	4.72386719272621	1.58890132475369e-07
NCU05015	3.69870769749931	1.60000123460162e-07
NCU07841	2.14015772386479	1.68216584093651e-07
NCU00197	3.83442566155169	1.70170802394958e-07
NCU06334	2.38465566858548	1.7053430610497e-07
NCU00491	2.95083470065455	1.72888977424802e-07
NCU05929	3.91557909499902	1.76760848717261e-07
NCU05508	4.36817609658428	1.77347518497856e-07
bek-1	3.4245792860389	1.81054083953606e-07
NCU09272	2.84198870396934	1.82825328078279e-07
NCU05114	2.43117528226417	1.84248151956665e-07
NCU16701	3.52951181766801	1.8974500402053e-07
NCU09412	3.49382704674298	1.90582125318794e-07
NCU16659	2.50087219809825	1.91083755460551e-07
nop-1	4.30613785293873	1.91749233926329e-07
NCU01504	5.05837446585291	1.98181814024252e-07
NCU00096	3.4139476599549	2.10881979237581e-07
NCU03466	2.714995288642	2.11019027236682e-07
NCU05186	3.81576062879087	2.1746024276615e-07
NCU02858	2.47114774606318	2.19893617542066e-07
phy-2	2.88798226715052	2.21442427617501e-07
NCU17250	4.94280535340668	2.22281862875059e-07
NCU00941	2.29519266574778	2.23937457809344e-07
NCU04557	4.84781561558175	2.33073828081886e-07
NCU02850	2.77752928818407	2.39235149536107e-07
pex10	2.18411725316046	2.4034602309972e-07
NCU01027	5.41580437752081	2.44698905566922e-07
NCU04667	5.70890325745459	2.50241122892924e-07
NCU09062	3.02879497774648	2.50434285525248e-07
NCU05037	3.73883290974495	2.50887768106324e-07
rpn-4	4.13358633580366	2.53796654713883e-07
NCU09242	3.63504290281001	2.56060825525509e-07
NCU12131	3.21845476703075	2.60455838557112e-07
NCU09336	2.29225502451528	2.64538894679981e-07
NCU07053	6.49661710209044	2.71869382224636e-07
NCU01907	2.0559033421201	2.75568701755588e-07
NCU03569	2.05831956780696	2.83402440354543e-07
NCU05382	2.64868454831722	2.84437921698599e-07
NCU00316	2.1728596642756	2.84572860619109e-07
NCU02886	2.24530334252715	2.90871698427265e-07
NCU01581	2.08186765162988	2.92428181845031e-07
NCU03250	5.0505705344248	2.95924132365637e-07
spo11	3.85044192339637	2.97934990380568e-07
stk-49	2.40793088872942	2.99298837423933e-07
NCU04645	3.10820301512734	2.99906580154449e-07
NCU08186	4.99462531741598	3.19852442357069e-07
NCU03474	4.48639950357914	3.24119443358275e-07
NCU05511	2.41096405893711	3.33304006156738e-07
NCU07479	4.7120253820952	3.40718605654559e-07
NCU17044	6.44189985856611	3.4475401809037e-07
NCU01611	2.34580463727624	3.48155680530452e-07
NCU07491	4.2445636935461	3.48377192330575e-07
NCU05721	3.46202078320918	3.49672092607486e-07
NCU08962	2.35838255021395	3.64089183112775e-07
NCU09728	2.42650399436683	3.67202794505694e-07
NCU17268	5.95703031712296	3.82107201125295e-07
acon-3	4.68033228752568	3.83006450487427e-07
NCU03604	4.60417210654657	3.93942530444933e-07
NCU16017	4.93412614030115	3.93942530444933e-07
NCU01080	2.5869016105678	3.95125578201044e-07
PAP/25A associated domain family	2.19021399060348	3.96410338831881e-07
NCU00946	5.03347322750289	4.06679175984107e-07
NCU05822	5.11826645717496	4.15173793866403e-07
NCU16444	4.59552668453479	4.15991933760217e-07
NCU07287	3.3107314608619	4.23535361105838e-07
NCU02090	2.29187774813353	4.26220434872136e-07
NCU07154	3.14240494267938	4.41368492099923e-07
NCU09193	3.16422578423881	4.45150887954634e-07
NCU06575	3.24148423331522	4.47045900597782e-07
NCU00309	2.78340638178718	4.56021804911772e-07
NCU07087	5.11132552388902	4.57826580866276e-07
NCU17042	3.13371868368582	4.80688595979091e-07
NCU08600	2.18667483074907	4.84776252838518e-07
gh28-2	2.71376288035434	4.88729088677684e-07
NCU05066	2.20996991240333	4.88729088677684e-07
NCU06709	2.29861877663404	4.93674123546949e-07
NCU16502	2.49647389290806	4.9823242516593e-07
NCU06832	2.29410248813696	5.31750164811862e-07
NCU16020	3.59279873965287	5.31750164811862e-07
NCU00757	3.46123209290001	5.456927141789e-07
NCU05203	2.03812108314753	5.53285261553199e-07
NCU00871	4.92706397423045	5.77168462181581e-07
NCU03104	7.18592452946744	5.87954239400768e-07
NCU10005	5.56394536912401	5.95978705722336e-07
NCU05401	3.55398923443343	6.03051156595611e-07
NCU06897	6.8635612213498	6.08799868916855e-07
NCU16494	4.95503841193061	6.16913212235673e-07
NCU09352	2.19968953459756	6.20146666997852e-07
NCU01572	2.60135267170209	6.30462417435032e-07
NCU01063	6.24807406482625	6.41581188438135e-07
NCU08490	3.08748318058476	6.41903101263792e-07
NCU04531	2.10870034330874	6.61355069988664e-07
con-6	5.53548986029969	6.62596839368069e-07
NCU09856	4.97577463180328	6.71074569234735e-07
NCU07235	5.39827137994615	6.86293864407927e-07
nst-7	2.60062488900615	6.90958997996203e-07
NCU05360	2.66832110457385	7.00646795926094e-07
NCU03512	3.87141516247512	7.08460697346679e-07
NCU08527	3.15307695283714	7.13897222162978e-07
NCU09633	2.4725208148347	7.16579702858465e-07
NCU03270	3.90717222403805	7.17831724688133e-07
NCU08570	4.15142355211739	7.37607270896414e-07
ph7	2.81093940151942	7.43998366667238e-07
NCU07173	2.08991851988756	7.45653812787105e-07
NCU02478	2.76990296229534	7.47081933677878e-07
NCU06130	2.44019287629551	7.53117597840188e-07
NCU06437	2.7777352862151	7.65882737545643e-07
NCU03336	2.1774972680731	7.76149063900763e-07
NCU02900	10.718863447344	7.87630961181469e-07
NCU06186	2.61248761026679	7.89687132805693e-07
NCU09275	5.511746912964	8.14770970435475e-07
NCU08986	2.68210976889711	8.20184090542225e-07
NCU06840	5.22278426930075	8.20184090542225e-07
NCU06082	4.25997786934569	8.20184090542225e-07
NCU05985	2.22334596338839	8.26399221978626e-07
NCU06273	2.1999385578571	8.38559479021227e-07
NCU09857	4.08320145876409	8.50923595269947e-07
NCU05435	2.2405370710096	8.6639521609961e-07
NCU05184	2.72879627281592	8.71200868451639e-07
NCU07059	2.55350859357386	8.86032729601294e-07
NCU07226	3.9677998148648	9.0899154836472e-07
NCU06128	2.61999382704128	9.48276400159442e-07
laccase precursor	2.88327845543182	9.72159824665531e-07
NCU02656	2.35836207910087	9.97476045028621e-07
NCU08775	2.32380944661303	1.00444057955126e-06
NCU08538	3.44044081723303	1.04661655708122e-06
NCU05663	2.33922937220463	1.08293171720594e-06
NCU00912	2.44196427503883	1.10879538775107e-06
NCU09694	3.09276245938821	1.11171388898507e-06
NCU02488	3.75810431602891	1.12198217497581e-06
NCU04431	5.33741674160655	1.13475003860958e-06
NCU04703	5.86183501656859	1.16108619034117e-06
NCU08697	2.84020643344794	1.16269743725073e-06
NCU10076	2.29254123416593	1.16912766350859e-06
NCU16967	3.22544112072838	1.17555218673488e-06
NCU01292	3.71941244008301	1.19933480811229e-06
NCU00401	2.47355725133614	1.20984380131679e-06
NCU05614	7.39665169294726	1.24445511279934e-06
NCU08366	2.85516734010836	1.25413082307931e-06
NCU05728	3.72506404535959	1.28973585332889e-06
NCU04631	4.54922165952222	1.29373061480032e-06
NCU04416	2.93908676905404	1.35347619942574e-06
NCU09508	3.77221178512885	1.36478744292473e-06
NCU16634	2.56713536612727	1.37041077902078e-06
NCU09950	5.46345871433042	1.37716765488979e-06
NCU06294	3.69181158332626	1.37748467710604e-06
NCU04992	4.09564107329119	1.38596942327115e-06
NCU10684	3.23364378948646	1.39136788875947e-06
NCU05880	3.04395153438325	1.39194524172332e-06
NCU05086	4.43189905496197	1.40264890864749e-06
NCU11380	2.37029606381878	1.40469299761321e-06
NCU08820	2.21354195267752	1.43122531773123e-06
NCU05150	5.78732103525553	1.44638417091621e-06
NCU09356	4.21128517653822	1.45120347892418e-06
NCU08083	5.17947947979905	1.5230835272717e-06
NCU06163	4.19432914400466	1.55653392925267e-06
NCU04708	5.65609484417734	1.63824086537163e-06
NCU03109	5.08473583889732	1.6730522355503e-06
NCU10040	3.34459308688316	1.68758727420777e-06
NCU05506	3.85462598598395	1.69271534277707e-06
NCU05818	3.94137882511153	1.70492866009287e-06
NCU09237	2.2119297310363	1.70492866009287e-06
NCU02516	4.1775881248423	1.72072302717553e-06
NCU16405	2.63462632305022	1.72072302717553e-06
NCU07464	4.60404295966475	1.72072302717553e-06
NCU09214	2.5538219636733	1.73380999216305e-06
NCU05395	3.71178611891402	1.74952938770911e-06
NCU09634	4.92582062548292	1.77762026296732e-06
NCU16940	3.85587410738495	1.81411985073737e-06
NCU02653	3.60160543096779	1.82232800899401e-06
NCU03121	6.17882157718394	1.83746175512548e-06
NCU01698	2.34448164993105	1.9175193780584e-06
NCU16710	2.4663002771366	1.93123693919941e-06
NCU07892	3.02027062727076	1.95768691713298e-06
NCU08405	5.45258991397817	1.96503053016396e-06
NCU03879	3.9836262753432	1.97667561743864e-06
NCU07563	3.7423851163463	1.97826090652536e-06
NCU12050	3.17137740931988	1.9936732137357e-06
NCU16028	3.00876827220025	2.0077870168297e-06
NCU08957	2.54118520844323	2.03103459419836e-06
NCU01706	3.71642966278167	2.0895865068172e-06
gh3-4	4.83687339486207	2.11875696478698e-06
NCU01510	3.35387545335438	2.16710172737316e-06
NCU05112	7.40889936495593	2.18540059597643e-06
NCU07748	3.98024157240675	2.20704552266649e-06
NCU05630	4.01477493315845	2.25035636294326e-06
gh10-4	3.70298049234595	2.26401891289754e-06
NCU06366	2.21969502087437	2.32075725978378e-06
NCU17249	3.77751580557993	2.38680332846755e-06
NCU05018	3.94869444462957	2.45744440228194e-06
NCU07009	3.07070706197988	2.46422114421163e-06
NCU04851	2.89371696745067	2.46422114421163e-06
NCU04089	3.2442971487844	2.47167148152574e-06
NCU01077	2.72771514783845	2.52213892805225e-06
NCU09357	3.82454872978691	2.53801588743326e-06
NCU06122	2.31380886856909	2.60662686440304e-06
NCU04107	3.45835804005901	2.62152301071998e-06
NCU00180	2.26684018963952	2.62240461452627e-06
NCU06969	2.58165567074116	2.62673342430316e-06
NCU05172	3.45545484963459	2.63209465513395e-06
NCU06907	2.06472058955497	2.63681917833045e-06
NCU05069	5.04797533794189	2.64925184289197e-06
NCU05054	2.84621726189595	2.66571553433858e-06
NCU09402	2.91313275457709	2.68483238000012e-06
NCU00745	4.27296611521037	2.69780929287665e-06
NCU03011	3.91434716052019	2.72645000892016e-06
NCU02212	3.17648222571353	2.76475862112768e-06
NCU09616	2.59079554465654	2.7788230726855e-06
NCU07037	3.35874398960259	2.92893576517137e-06
NCU16751	2.40817339465842	2.93742260952011e-06
NCU06504	2.58285411636533	2.96087660124357e-06
NCU07358	3.86357441178787	2.98144667956214e-06
NCU05466	4.47352545861304	2.9935486029285e-06
NCU10075	3.13891874700677	3.05794112463582e-06
NCU00654	2.02419930982597	3.06822338068689e-06
NCU17187	5.20175670996571	3.16386476662972e-06
NCU02878	3.05958112072266	3.27714637871496e-06
NCU10595	4.25298710660586	3.49514404282642e-06
NCU09274	2.48638340624427	3.55473209545577e-06
NCU08429	3.75004780242751	3.57621211907578e-06
NCU05651	5.04135200334337	3.58402079430174e-06
NCU02060	2.45805780150057	3.58402079430174e-06
NCU06574	3.71568041152536	3.6852228680467e-06
NCU00949	3.38028182134542	3.68778018174514e-06
ham-6	2.433486429358	3.78076408846397e-06
NCU05756	2.53622114790219	3.82427687301709e-06
NCU08756	4.57743480173761	3.89717886035013e-06
NCU06898	6.32843805073823	3.89717886035013e-06
NCU09691	3.8279586501254	3.90169680575245e-06
NCU09338	4.23538278604459	3.91262295177066e-06
NCU02876	4.94908274836718	3.91493662291699e-06
NCU06505	5.90951603680739	3.96284089340435e-06
NCU01014	5.65553373498592	4.01112611087669e-06
NCU01033	3.69611279902284	4.12378524655903e-06
NCU16653	2.08886958966821	4.12474824720017e-06
NCU06985	2.83334003035682	4.16877899553327e-06
NCU16320	2.42411499720752	4.17231998724123e-06
NCU16724	3.35629624768344	4.1832541578008e-06
NCU04850	3.765242565842	4.22497278160461e-06
NCU16341	2.85220937694616	4.24649703468777e-06
NCU01252	2.0568341251196	4.41496909711415e-06
NCU16939	3.32769653531528	4.41758020297313e-06
NCU10404	3.86321286164785	4.6790252991431e-06
NCU02346	2.74220560059365	4.8026133119848e-06
mak-1	2.04111131617892	4.98025262766578e-06
NCU02740	4.35971888884854	4.99677434040547e-06
NCU07967	2.54941274658603	5.00750995425451e-06
NCU07468	3.08220445374109	5.29115959911867e-06
NCU08075	4.13249352028451	5.30072266275393e-06
NCU16005	5.12362354587738	5.35812722027525e-06
NCU05138	2.66393228112046	5.35812722027525e-06
NCU06071	2.58066753352436	5.45130738686885e-06
cre-1	3.02957394680684	5.66654152325479e-06
NCU01011	6.08465865647518	5.73360687622596e-06
NCU09190	7.05259368176435	5.79761553159496e-06
NCU16936	2.98085434520615	6.19768303886718e-06
NCU09665	6.84296764535674	6.26713931859203e-06
NCU02338	3.20071024231747	6.49741480941299e-06
NCU16323	2.47281699066757	6.51201344056791e-06
NCU07055	4.3000338271718	6.81369814674067e-06
NCU07374	2.33067883007237	6.93007981424479e-06
NCU04934	3.15196173530735	6.95244123547872e-06
NCU04397	5.75014202276648	7.0472617944357e-06
NCU08847	2.81427337128963	7.19957930240742e-06
NCU01113	2.82906379452119	7.23332022173093e-06
NCU00175	3.12190697122196	7.34392665829079e-06
NCU01357	3.34654826018894	7.38827739505309e-06
NCU08096	2.85925519518988	7.46828073595054e-06
NCU07448	3.94695416529844	7.47640823414615e-06
NCU08223	4.27731215317244	7.54818433512991e-06
NCU11211	3.04795428277044	7.64031866219633e-06
NCU03929	2.41636114172549	7.75314733365682e-06
NCU08055	3.13777220128759	7.76725543563577e-06
