X	logFC	FDR
NCU10186	3.61002424276942	1.25251030903155e-06
NCU07970	3.71683955260496	1.27168187843945e-06
NCU09604	2.89889635191584	1.27912458192079e-06
NCU03181	2.21835996172009	1.28022343062434e-06
NCU05679	5.67893848454587	1.3026789192516e-06
NCU08495	2.75410495393179	1.32017862180003e-06
NCU10539	3.52526074637321	1.32924812278977e-06
NCU03583	3.17322793843843	1.33948460847478e-06
NCU05107	4.41016524917054	1.42648697708362e-06
NCU08709	2.54812792528107	1.44669837341616e-06
NCU10507	2.11948860326897	1.45082156524624e-06
NCU09164	5.09616410114317	1.45332280905427e-06
nst-6	2.09293928708119	1.47333023283269e-06
NCU02190	4.0032437980228	1.53609069018654e-06
NCU04226	2.91028779765501	1.53609069018654e-06
NCU09484	2.58913967478689	1.56526538391512e-06
NCU07749	2.6242410713916	1.61952993914274e-06
NCU04918	5.97754592323601	1.63024203205696e-06
NCU08469	2.1639138692427	1.65265969796211e-06
NCU17284	2.5570874169443	1.66976446114002e-06
NCU09634	4.76186697306791	1.70781055351571e-06
NCU05524	2.92416047233803	1.74517932021043e-06
NCU03478	2.26868412575879	1.74592923710831e-06
NCU07211	5.66019208458664	1.74592923710831e-06
NCU08646	6.04246304823164	1.76447735167491e-06
NCU05670	4.09910573226637	1.78658415909759e-06
NCU04852	6.03904108578357	1.79874860068796e-06
NCU05183	2.98251823139391	1.84683011662175e-06
NCU07239	2.89580113671129	1.85032996120432e-06
NCU04126	2.3833217034904	1.99497884067012e-06
NCU08764	2.2788689461322	2.00316517901318e-06
NCU11211	3.09315467360065	2.09916989966724e-06
NCU06531	3.6056305566491	2.09916989966724e-06
al-1	3.90053951438953	2.15937444051363e-06
NCU00691	2.0356354103258	2.16447457808824e-06
NCU04555	2.94099097343905	2.1675681005952e-06
NCU05132	2.05012471133897	2.20573936698168e-06
NCU07606	4.39396580679576	2.22839490345728e-06
NCU00363	2.17370168415169	2.23408053059144e-06
NCU06082	3.64014053399006	2.31151951620234e-06
NCU00717	2.04970217316502	2.33944670178069e-06
NCU07405	2.45724944162696	2.35618046934203e-06
NCU02196	3.79264589671771	2.40098515699128e-06
NCU04913	2.49556059023531	2.4313879574423e-06
NCU05907	3.69599120336496	2.50635638700019e-06
NCU12033	2.39413941950929	2.5567304735097e-06
NCU04721	2.88358611705658	2.57804030613932e-06
NCU05134	2.6770744502428	2.58806892201065e-06
NCU08233	3.02948214339364	2.63664989251378e-06
NCU05854	2.384270699553	2.69834684382345e-06
NCU10852	2.82730053176398	2.74194610382669e-06
NCU08558	3.01666160532156	2.8035914510051e-06
NCU08166	2.21844433899343	2.90308491941958e-06
NCU09635	4.03157827122952	2.97771422327854e-06
NCU16363	5.62353578578457	3.01022334861254e-06
NCU05467	4.82385290282381	3.1226498137373e-06
