X	logFC	FDR
NCU05146	2.28230295704098	3.13753638960817e-06
NCU09050	2.11167880496056	3.18404565164639e-06
NCU05659	6.81373758109855	3.26134161278041e-06
NCU06326	2.01502753245973	3.35789267607119e-06
NCU05821	2.84068036574781	3.39559227090632e-06
NCU08532	5.18282539255158	3.45897010673622e-06
NCU16729	3.49682841533624	3.47734372600295e-06
NCU06965	2.91797752439405	3.50125729488562e-06
gh61-6	2.64116981929874	3.50214660789065e-06
NCU10344	3.5530660585419	3.50709992143303e-06
NCU09134	2.68835979582941	3.65425791893719e-06
NCU02622	2.67668038413604	3.74683674865661e-06
NCU05086	3.82497574542919	3.74993033914135e-06
con-8	5.19129341182012	3.90733487838296e-06
NCU01010	2.46637132975549	3.97247596889951e-06
NCU11095	2.16422217480199	4.04214125364716e-06
NCU05909	4.1753434291969	4.15121063551179e-06
NCU04639	2.54295636358443	4.17539233740794e-06
NCU16664	2.64817528295882	4.19580729380739e-06
NCU04928	3.94036952403712	4.29442918053055e-06
NCU05149	2.38311127204594	4.29442918053055e-06
NCU00746	4.4196014789691	4.30915955287645e-06
NCU07237	2.60435689799115	4.33960874684328e-06
egt-1	2.65800874272054	4.3797202093679e-06
NCU00129	2.54425813677816	4.38822195051074e-06
NCU05483	4.14677474690382	4.59311507187278e-06
NCU04042	2.14325202037389	4.6948054497007e-06
NCU02320	2.18955959128224	4.76892976515921e-06
NCU06155	2.81289728653852	4.82107812147446e-06
NCU06582	3.08201414421657	4.97030106200516e-06
NCU02932	3.07791123527899	4.99507805513749e-06
NCU01210	3.66217034134029	5.11041252857605e-06
NCU00524	2.11688122700759	5.11196204012056e-06
NCU09108	2.04668904898319	5.15984082063987e-06
NCU16848	2.48047374305738	5.17201245972341e-06
NCU04133	2.02227820280424	5.29581588126698e-06
NCU00947	3.32231947827902	5.41360316617089e-06
NCU10457	3.09436551710477	5.44448301861655e-06
NCU16611	2.70635437700456	5.55537963789283e-06
NCU06747	2.30728258908387	5.72553639899812e-06
NCU07640	6.30697758579429	5.87383521588928e-06
gh18-8	2.40150749412259	6.14044945307879e-06
NCU04219	2.17618784322149	6.14044945307879e-06
NCU08537	2.77788073618983	6.24434015441839e-06
NCU02673	3.14365213952308	6.36731953888921e-06
NCU06137	3.66467153698774	6.42017721792582e-06
NCU11286	5.78914305114296	6.43809571182206e-06
NCU04315	2.00828549747762	6.48644699816436e-06
NCU16349	2.75846804686878	6.71261061300642e-06
NCU00876	2.99447261917113	6.75727170839844e-06
NCU05583	2.12000661078786	6.85286299259536e-06
gh47-8	3.61652739963095	6.97268300594383e-06
NCU05669	3.50184259967976	7.11077347244558e-06
NCU08702	2.85089173581108	7.19187408539773e-06
NCU07351	2.52843214573826	7.43562094345371e-06
NCU09776	4.93881169240887	7.59673566735798e-06
ccg-16	2.5228480546254	7.88126362335204e-06
NCU00757	2.69355208858287	7.88286725368909e-06
NCU04464	2.85523701376954	7.94694564005152e-06
NCU10129	3.09852148574774	8.09558381469847e-06
NCU10883	2.36492941636798	8.442772758353e-06
NCU05093	3.22866218394088	8.45373811560248e-06
NCU00826	2.11144728891375	8.59151738497429e-06
NCU05157	2.85225899991751	8.68523147935534e-06
NCU08830	3.63856310053554	8.78151598090521e-06
NCU02516	3.47316243144821	8.86983774898139e-06
NCU09729	2.69237769168711	9.25483214470185e-06
NCU15830	3.09703652779456	9.33635792908545e-06
NCU05172	2.88300068875852	9.37982831324032e-06
NCU05152	2.12517007097751	9.4111485633244e-06
NCU02298	3.78752086682538	9.64451676135545e-06
NCU08752	2.14745137299255	9.65209002935615e-06
NCU00985	4.3513244473438	9.93820200324392e-06
NCU02338	2.93122987359657	1.02386026879574e-05
NCU08140	2.86021011982296	1.02855127858538e-05
NCU03474	3.38144668057835	1.03062820375e-05
NCU05186	2.78131017834045	1.03401257144568e-05
NCU08393	2.33749745390325	1.03410056079802e-05
NCU03828	2.68377587171733	1.04848379410654e-05
NCU05631	3.46069567333126	1.08766159717935e-05
NCU05626	3.12744808707585	1.13126038704606e-05
NCU09175	2.37202531995313	1.14245547538213e-05
NCU01430	3.90570652076367	1.17160552330612e-05
NCU16913	3.73023520540678	1.19130277930105e-05
NCU07027	2.53428423352963	1.21864884998904e-05
NCU04501	2.64611861851846	1.23687306833055e-05
NCU17083	3.3626051480893	1.28672708253932e-05
NCU03868	2.0156158867289	1.30122167017122e-05
NCU05384	3.04529251461399	1.36556669576361e-05
gh61-8	3.00722881549921	1.38283542793222e-05
NCU03392	2.24502072033641	1.4116621593922e-05
NCU00608	2.30537962368619	1.42925613807975e-05
NCU07054	3.42746688756832	1.43115491180004e-05
NCU02710	2.3266567319038	1.4862730748853e-05
cao-2	2.37707681678936	1.49491358039603e-05
NCU16940	2.98855596217093	1.50414100669859e-05
NCU12075	2.20348713636106	1.51464881219044e-05
NCU05158	3.57430888356638	1.51906748568653e-05
NCU08437	2.97535389871139	1.56835946867918e-05
NCU06207	2.17185099567242	1.57220628854013e-05
NCU17038	3.57614244017397	1.58184531300182e-05
NCU07643	6.34824086708976	1.61326448639319e-05
NCU05572	3.54346893584104	1.68615210308894e-05
acw-4	3.24098550564282	1.69874661715022e-05
NCU06524	4.28632411610254	1.69874661715022e-05
NCU07751	3.05509392162368	1.6995503950618e-05
NCU08191	3.83876103379709	1.7333994782569e-05
NCU05722	2.47058441506803	1.75511212481134e-05
NCU07310	2.51354103124952	1.79744956604129e-05
ham-8	2.48563358117898	1.79841945996762e-05
NCU04269	2.34153202692227	1.79855167734918e-05
NCU09053	2.58433285303802	1.81045514452274e-05
NCU16418	2.6140770218394	1.86900454854826e-05
inv	3.78250705897551	2.01230998071168e-05
NCU10828	2.54261572397913	2.01931085473923e-05
NCU06861	3.61068924616101	2.032541267737e-05
NCU04725	2.34985508417753	2.03599547726327e-05
NCU04295	3.03735024849882	2.06603387613279e-05
pho-3	3.84952231662877	2.07102931664611e-05
NCU08715	2.52200693318128	2.15746767058119e-05
NCU07905	2.83212724484988	2.19305782384322e-05
NCU07750	3.7540418578799	2.33684262589707e-05
NCU04287	2.42411929981167	2.39882545193395e-05
NCU06313	2.55085181043026	2.40946903215583e-05
NCU05070	2.12521525010447	2.41656101979835e-05
NCU03427	3.04104936773944	2.45298514204109e-05
NCU07823	2.4709460797403	2.47009079898154e-05
NCU04888	4.36375131751145	2.47085429329523e-05
NCU09487	2.8466914031211	2.4890123337534e-05
NCU05481	3.81940924501027	2.50660552544378e-05
NCU09857	3.03605905826317	2.5405369228498e-05
al-2	2.4864385947102	2.54058424280106e-05
NCU16918	4.05402648068112	2.57603932215513e-05
NCU16939	2.61926974200862	2.57906739109002e-05
NCU08224	2.89099857290682	2.60021319407836e-05
NCU00849	3.02754913922053	2.60021319407836e-05
NCU02191	2.29420638740175	2.6172557664609e-05
NCU05078	3.26424855152471	2.65366540947484e-05
NCU05628	2.27289776812228	2.7143055292858e-05
NCU16325	2.58195044303088	2.73049170548087e-05
NCU03640	2.54767891256876	2.73726792776839e-05
NCU02857	2.24021562915411	2.76037439110415e-05
NCU09613	3.14873859483336	2.78917781431539e-05
NCU07737	2.03065679052947	2.82790602419396e-05
NCU17137	2.16725229035765	2.83011316325215e-05
NCU09718	2.54583112210501	2.83083537907551e-05
NCU17157	2.15499122170533	2.84956544717185e-05
NCU05034	2.00095546745778	2.88582620178775e-05
NCU05839	2.69621123080287	2.88582620178775e-05
NCU00878	2.35558277383912	2.90871825762376e-05
NCU02164	2.58358390021639	2.92763527458951e-05
NCU08872	2.9046041903511	2.94562816644809e-05
NCU02584	2.28110645788692	3.1396095852384e-05
NCU01633	2.33571048975993	3.1484262847668e-05
NCU05878	2.13620587966851	3.19308292190428e-05
NCU16307	2.4079373383882	3.28265109237971e-05
NCU09396	2.3752452093007	3.31548234028806e-05
NCU08750	2.29860108254584	3.3488612855535e-05
NCU10070	2.20162880900579	3.45481324320946e-05
NCU08918	3.66004802518607	3.51976801038322e-05
NCU16852	2.11796445854063	3.53941396889466e-05
NCU08631	2.11417566254234	3.61547930879507e-05
NCU07768	2.69725506055191	3.66764843980953e-05
ncw-5	6.21419421761759	3.91055646652666e-05
NCU04520	2.22490399747954	4.01348776928007e-05
NCU10572	3.98306296441494	4.05036886396412e-05
NCU09694	2.22353606496705	4.08594944104071e-05
NCU07287	2.21817316468106	4.22310123343509e-05
NCU04934	2.44762884944141	4.25433724595591e-05
NCU10427	3.64463033664205	4.31106589766089e-05
NCU04804	2.69267293784338	4.35829130509317e-05
NCU08085	3.83113583159999	4.35829130509317e-05
NCU00403	2.61857781452711	4.52884693273324e-05
NCU04821	3.31751931793434	4.59085464844283e-05
NCU01223	2.15543588245651	4.59954624450857e-05
NCU16854	2.18268826030618	4.60727628454139e-05
NCU16473	3.33115948438089	4.71163443198127e-05
NCU07049	3.58577310091969	5.00616819892343e-05
NCU01923	2.50325520321948	5.07230409037039e-05
NCU05084	4.23275521925045	5.09935114094643e-05
NCU08622	2.72618394680347	5.23806281029951e-05
NCU05885	2.27044478601249	5.28608460423464e-05
NCU17050	2.89522828498562	5.42846440721934e-05
NCU04690	2.2578062095724	5.5135148422595e-05
acw-5	2.28869236669844	5.56673211815343e-05
NCU04991	2.41506852243777	5.56673211815343e-05
rid-1	2.13184316572579	5.56673211815343e-05
NCU03829	3.28099605506419	5.68506388913122e-05
NCU09305	2.14450647251784	5.72673357285459e-05
NCU01111	2.42162847653548	5.76343800216599e-05
NCU05243	2.28659302140373	5.90177358263657e-05
NCU07022	2.55309437418632	6.22919420087103e-05
NCU10110	2.04390285205398	6.23263948682345e-05
NCU06815	2.05170325285796	6.46716895819185e-05
NCU05185	2.20275932001829	6.57516153686706e-05
NCU00013	2.57090809355965	6.70496617310475e-05
NCU02712	2.01039082463976	6.7591462621731e-05
NCU09630	3.49850172678222	6.79645253018706e-05
NCU05978	3.52138486068075	6.93387672479521e-05
NCU05721	2.1938945104167	6.95528098571167e-05
NCU09855	2.69011898697934	7.12461755969065e-05
NCU02023	2.13419460362179	7.36988116435608e-05
NCU00885	2.17743113315371	7.427291426423e-05
NCU09066	2.16757772887133	7.87281318607424e-05
NCU07758	2.95825615071313	7.94092739427673e-05
stk-35	3.66989787696471	7.97443158902339e-05
NCU16461	2.74051576662253	8.17567463621217e-05
NCU04066	2.72505897199394	8.22307268713177e-05
NCU03415	2.62538456769694	8.34203887945146e-05
NCU05081	3.55078557257257	8.5969525394309e-05
NCU03599	2.50822702694786	8.75170536541393e-05
gh10-1	3.17177147434896	8.82213283108693e-05
NCU07595	2.7757660564841	9.15586383615406e-05
NCU16444	3.11089444275654	9.51438098735443e-05
NCU02774	2.9305726743052	9.54954734108485e-05
NCU05625	2.05452832116851	9.75372457730215e-05
NCU16906	3.32717973016044	9.85269579352839e-05
NCU01209	2.48246443021565	9.89340538407763e-05
NCU09424	3.8020542542813	9.92872556700883e-05
NCU00231	2.17309681513293	0.000100041382135497
NCU07627	4.36939022401278	0.000100697188265478
NCU05698	2.22405750738113	0.000102876228583038
NCU16509	3.05640081761192	0.000103103075577577
NCU04632	2.00056069229451	0.000104749675152036
NCU05928	3.0817689143866	0.000106497649058049
NCU03183	2.37008875656377	0.000106905323146196
NCU07892	2.06910503652357	0.000111498389894539
NCU08644	2.48523282442307	0.000112827518196975
NCU09948	3.90278408309641	0.000113201362674112
NCU09603	2.26344244088969	0.000114990860302278
NCU09780	2.85299727828441	0.00011559887324876
NCU08533	6.77712293226096	0.000117681727837962
NCU17069	2.10424413756821	0.000117779093136563
NCU08796	4.01260583311061	0.00011815439669718
NCU04482	2.05502466035354	0.000119098091831706
NCU08153	2.8118220302631	0.000119217484101866
NCU05566	3.08047273987487	0.00012160049186982
NCU00011	2.4990825423834	0.000122590464854192
NCU01392	2.29501972984466	0.00012281293804889
NCU01853	2.87958180011919	0.000123195268472034
NCU09042	2.19703232825329	0.000127206515991597
NCU10932	2.11005858684712	0.000127893462256213
NCU00547	2.12619583797496	0.000128300391947589
NCU05148	2.64332723320618	0.000130511511814545
NCU07204	2.10079853462955	0.00013089466227802
NCU16713	3.31753682662825	0.00013202129615057
NCU09174	2.41766446103421	0.000133963801434008
NCU06917	2.71319552247242	0.000134229445707595
NCU16649	3.30113222691148	0.000136625184394934
cat-1	2.96310895757509	0.000137107393514868
NCU09508	2.52027413006363	0.000137429862490131
NCU01396	2.62546541669165	0.000139081869006531
NCU07031	2.6037236396514	0.000139351482597464
NCU16567	2.06956930478943	0.000141493876313453
NCU07030	2.23912761832884	0.000142066156408412
NCU05908	2.32519874254536	0.000142844146378913
NCU01546	2.04725865598068	0.000148952313836966
NCU08096	2.10497281637318	0.000150608295081436
NCU05018	2.68600121083973	0.000153167589253565
NCU17225	2.25447068873781	0.00015448942228982
NCU12026	3.14665403850054	0.000157691974441281
NCU00313	3.57665514293942	0.000157998933965592
NCU16661	2.38882192678008	0.000160036019968976
NCU08953	2.00678970039916	0.000160674962931899
NCU08337	2.72201680442703	0.000160736073539662
NCU09957	3.50780524370556	0.000161609570895474
NCU04430	2.13670756061396	0.000166709784156839
NCU00760	3.08845747352156	0.000170818426508109
NCU06973	3.6533356770102	0.000170924994047331
NCU00185	2.58715824015701	0.000171167850659082
NCU03879	2.692004954379	0.000175430614677426
NCU09180	3.38952515544124	0.000180257164116682
NCU02297	2.31655288619941	0.000182449181359795
NCU00745	2.9748058370767	0.000184827798027089
NCU00583	2.94932446242848	0.000185304267959444
NCU07532	2.26632703941914	0.000186288346386676
NCU07474	2.91628237727956	0.000186416181271384
NCU09952	3.68193590353691	0.000191605690555086
NCU06683	2.22383646899705	0.000194402586547074
NCU10027	2.08685777776738	0.000195937208997139
NCU04901	2.120314841179	0.000198150492898925
NCU02085	3.20254551495038	0.000207862901334229
NCU02638	3.35413806872638	0.000209177432136308
ccg-14	3.97639177188846	0.000210004673186158
NCU04896	4.02480254280397	0.000211373018441985
NCU06046	2.15907798901235	0.000214354093360428
NCU09280	2.75768052190236	0.000215951253735842
NCU16960	2.62836488797418	0.00022070323670667
NCU04963	3.22934321747698	0.000225553421579819
NCU10865	6.03090991565364	0.000227966005673031
NCU07486	2.26999699131743	0.000236758271568906
NCU05035	2.84853347260122	0.00025032235520977
NCU02487	2.22912635251999	0.00025042184164535
NCU07801	2.60565898864505	0.000250786779297831
mig-6	2.39320932288416	0.000255356098819925
NCU04853	2.78104939864217	0.000278432401841417
NCU08711	2.97407625508263	0.00027974472831751
NCU09590	3.21445554737375	0.000284472848672355
NCU04879	2.54577855845395	0.000286032034491097
NCU01063	3.49399505531118	0.000286586415345076
NCU00607	6.40095143082797	0.00028720708757088
NCU05866	2.33700579884637	0.000287209593719805
NCU05080	2.43322700263227	0.000291801894103857
sad-1	2.37665108182858	0.000296610323609429
NCU03222	2.16294823295532	0.000301568369583583
NCU05156	2.14582958560991	0.000307995829442017
NCU07748	2.52418547938905	0.000309628230439398
NCU00099	2.59829360120012	0.000312436085332737
NCU05767	2.91654396045454	0.000322366455555787
NCU09416	2.31606771208715	0.000327932984325463
NCU06206	2.10919508674455	0.000332231683441971
NCU08915	3.68788662525712	0.000333478929987857
NCU04701	2.41549554695062	0.000334059758857578
NCU05788	3.63544176600718	0.000334787731397489
NCU01899	2.65167439589347	0.000334789261429213
NCU06305	2.93956530848614	0.000336336413230934
NCU16699	2.40193944062365	0.00034193399578684
NCU07818	2.43155277495294	0.000355258834813829
NCU05884	2.15307322146288	0.000358523415304002
NCU16625	2.63554145726464	0.000365432926583632
NCU09277	3.91866880535973	0.000366054800617799
NCU07499	2.80389885308397	0.00037107090168879
NCU04950	2.69712127766118	0.000403272892028853
NCU02084	3.7756160135433	0.000404898356498324
NCU08747	3.9889849061744	0.000409204503088297
NCU08614	2.34198020164295	0.000419419157553233
NCU05912	4.16680116502945	0.000424207718144457
NCU08175	2.08241072997282	0.000428796819710796
NCU08074	3.29832192666493	0.000429690727186954
NCU16926	3.89745844912136	0.000455760271470495
NCU06953	2.83524372811875	0.000455972400898739
cat-2	3.32039804374088	0.000457723556922653
stk-54	2.2756443608634	0.000458796099470799
NCU08757	2.25417478280856	0.000459500949262306
NCU08576	4.03483648224392	0.000469592507129191
NCU07553	2.04006303904553	0.000490940910169235
NCU06977	2.62726847415925	0.000491429823462782
NCU07745	2.01068643720255	0.000497945107657787
NCU01510	2.01050983504736	0.000498604096642222
NCU10052	2.07953470017807	0.000509083211629604
NCU09856	2.72670934851007	0.000511405823782991
NCU05099	4.00100872268015	0.000514454901360373
gh18-4	2.42546615994948	0.000516784909761966
NCU05463	3.95787913591511	0.000521605408609283
NCU06657	2.58493160765739	0.000536827209640392
NCU06420	2.41351123324361	0.000538643036032686
NCU05480	3.14413353153322	0.000550094246044217
NCU08250	2.31796221909719	0.000556264300412288
NCU03918	2.39497146260898	0.000571606497797792
NCU16876	2.99231977220698	0.000574865998524323
NCU04267	2.89197612570164	0.000575634272559697
NCU05311	2.15181948743584	0.000586036936947489
NCU06160	3.08214108190238	0.000607137193275246
NCU09278	3.39256908882213	0.000609131048867369
gel-3	2.34650422268682	0.000610292371708386
NCU05557	2.68788553413321	0.000611566843756957
NCU05886	3.07901015740062	0.000613855494078424
NCU07744	2.20718834019568	0.000627146262700365
acw-8	2.32074379831957	0.000631651765492526
NCU04881	2.04831720770766	0.000643626518889111
NCU07569	3.9806176570732	0.000703540998887338
NCU11291	4.28619473807944	0.000726693780413398
NCU07625	4.48068729774093	0.000730198614299129
NCU05962	3.93336910046363	0.000736099992431632
NCU06045	2.13306873459279	0.000742941034218416
NCU08756	2.78337439535761	0.000756569568478343
NCU10603	2.76386813137782	0.000792247735201754
NCU06427	4.34397073259372	0.000816272021558077
NCU11331	2.41674692449749	0.00084022458589823
NCU16755	2.10381140240856	0.000852415842641241
NCU02087	2.33820379722762	0.000852636269121253
NCU07464	2.66773071807924	0.000853441000242714
NCU08083	3.21900856791783	0.000896603879242367
NCU02902	3.42484095747238	0.000938326543892655
NCU05379	2.70735263931881	0.000943156870396937
NCU07463	2.48576304965432	0.000951020835227771
NCU04689	2.52731586348302	0.000953676579505962
NCU07316	2.02368055945313	0.000958869798788448
NCU09620	2.4118982849746	0.000963172218197773
tnr-1	2.07921951496863	0.000977119978453518
NCU01076	3.32622587861433	0.00100419740193195
NCU07540	2.16623797124898	0.00106144702384379
NCU07354	2.36135024266191	0.00106897630922489
NCU09714	2.22787557820789	0.00109327650839946
NCU16846	3.20984995671363	0.00110113687642672
NCU09289	2.18405881578284	0.00114715021641531
NCU05766	2.59583986749079	0.00116555276795957
NCU17257	2.11698952644036	0.00118057998809633
NCU04451	3.34833960819807	0.00121523773319971
NCU09717	2.62600264291544	0.00122890397926316
NCU12028	3.94310454479372	0.00124351435846171
NCU07917	2.10626326782685	0.00129310470664394
NCU00756	2.48690425782915	0.0013164567938265
NCU08078	3.65712662564779	0.00131764633632754
NCU02188	2.04435696142709	0.00135904295394192
NCU10501	2.62413164261222	0.00137828814561772
NCU02488	2.02964442291362	0.00139231466763017
NCU08864	2.10630604928342	0.00150287581952079
NCU06120	2.11496390524091	0.00153803870196137
NCU17135	2.31101710891612	0.00159050407477712
NCU16912	2.8494780582044	0.00162649397253506
NCU03773	2.1991014678893	0.00170071387950737
NCU16738	2.03709361987831	0.00170592649706698
NCU00297	2.45322345356453	0.00173028743273947
NCU04916	3.5836870762042	0.00179458155783871
NCU09099	2.21068564493309	0.0018031317030494
NCU07163	2.46004570286025	0.00184454462801147
NCU05030	3.24833682071697	0.00185385344731581
NCU05529	3.73572484545818	0.00186264559418152
NCU08917	3.44077638586673	0.00190562766752125
NCU06072	2.1507826186774	0.00194427331703991
NCU01087	2.94905983444043	0.00200824854667896
NCU08838	3.14422812795976	0.00203373675575238
NCU06938	2.42216373747296	0.00203937832185077
NCU02540	2.02382748989779	0.00204787522857656
NCU00534	2.29379375892838	0.00207197747494094
NCU04297	2.00897774823901	0.00213576469564481
NCU09865	2.14828074621945	0.00226787948345312
NCU08746	2.95814173602656	0.00226793847678774
NCU00380	2.03058510311351	0.00230788593167384
NCU01735	2.38448474301665	0.00250999885734553
NCU08200	3.14449956833138	0.00251571218063581
NCU00871	2.4652109889992	0.00256954075922872
NCU07090	3.68667211900875	0.00270824253690833
NCU09820	2.06883414999945	0.00276917139627772
NCU04948	2.66414047700411	0.00282112305680451
gh10-2	2.20131721299879	0.002923180004732
NCU03104	3.94310454479372	0.002923180004732
NCU09692	2.3836072022359	0.0029915420437398
NCU09947	2.04421297185354	0.00299378087094658
gh3-4	2.36068418972653	0.00301750399054605
NCU00840	2.64929483465208	0.00317666549865092
NCU10867	2.66004013139297	0.00325055120860028
NCU09148	2.76561014322406	0.00339613006438596
NCU08232	2.53512786904329	0.00347337503480988
NCU12132	2.1332899631287	0.003481353956177
NCU10010	3.14135099619179	0.00349819064663306
NCU06121	2.02939763104323	0.00369797244214246
NCU07234	2.32896689041532	0.00376369461383732
NCU04524	2.19833301389316	0.00379055053743229
NCU06154	3.55602698886901	0.00389965625551639
NCU03547	2.33045830454556	0.00394688423726098
NCU05671	2.50896646630197	0.00406585472641059
NCU09052	2.6727370841345	0.00407858058444045
NCU07592	3.05257452391596	0.00409107263365588
NCU05351	2.28518556583021	0.00415926328747752
sad-3	2.50591894336798	0.00416177861502723
NCU09775	3.95389903090962	0.00416177861502723
NCU09198	2.66754432530768	0.00421149644280293
NCU09939	2.05977711601722	0.00425771955892204
NCU04163	2.10112478743165	0.004369220082229
NCU07227	4.36618874160558	0.00444441872051977
NCU05101	2.00182538964296	0.00452697150309404
NCU08916	3.07727509266806	0.00453050302667541
NCU06916	2.32989321806419	0.00479121735394759
NCU11340	3.30854690545251	0.00486834271026288
NCU08494	2.59315830098322	0.00498490890978128
NCU04960	2.22763341109615	0.00501859920158632
NCU03373	2.22527999911821	0.00508988147246143
NCU02198	2.36467448548347	0.00516411295233222
NCU08573	2.94920604313537	0.00525633418414188
NCU08383	2.17738287145164	0.00528137147088557
NCU05092	2.35880462023321	0.00532136402047366
NCU01038	2.19932407859888	0.00543155330233895
NCU08102	2.967136235078	0.00545334862281773
NCU03470	2.38047169853384	0.00554552499536043
NCU01593	2.91330676975255	0.00578245644013136
NCU07718	2.06748160081401	0.00578379617858018
NCU05953	2.19504193576977	0.00585692782913639
NCU05584	3.02065887204015	0.00594645412418358
NCU02883	2.44338090528119	0.00609906655797786
NCU07525	2.28345277323665	0.00616338024152059
NCU04052	2.01852608178602	0.00654908518988786
NCU09339	3.34788283033181	0.0067863244628373
NCU11038	2.82206881186192	0.00679077236909575
NCU16813	2.64551111128061	0.00685530672283342
NCU09532	2.43639085774174	0.00720605800733792
NCU08720	2.71533191747849	0.00729324484275725
NCU16786	2.03116106899033	0.00729721275424585
NCU07086	3.06213083584873	0.00758534139718723
NCU06964	2.23315692017871	0.00771223637020792
NCU08187	2.05902031556935	0.00776304318840044
NCU03614	2.11603527977298	0.00785389366342488
NCU05844	3.02720974153445	0.00813917103612963
NCU10063	2.0345525062363	0.0081994624757967
NCU00399	3.94455547859661	0.0082196763681484
con-10	2.60952861000685	0.00831753964129203
NCU03374	2.18396770731491	0.00846209365536548
NCU04538	2.37895255267717	0.00918542672160748
NCU08543	2.64100893803434	0.00943446788068775
NCU16745	2.03000059484013	0.00980827682600877
NCU12076	2.57649157891098	0.00983220627370706
NCU08204	3.08874258479716	0.0100001545583529
NCU06954	2.19394624479692	0.0101995554945549
NCU05676	3.95693190285851	0.0105764876125154
NCU08182	3.64246102613419	0.0112688377232209
NCU04870	2.68478895154719	0.0116547245588931
NCU05190	2.67961498983159	0.0117255597019275
NCU12065	2.48433885913799	0.0119699649344506
NCU16408	2.08250614894168	0.011975288709116
NCU07976	2.70095692686657	0.012508485676189
NCU09026	2.52491814972515	0.0126795735155919
NCU05613	3.03469565026603	0.0128666268351914
csp-1	2.17389308332234	0.0130493933206599
NCU01837	2.07612440912925	0.0132587742577108
NCU07370	2.11309571783177	0.0138350587981875
NCU07480	2.57794748592611	0.0140510420323266
NCU05707	2.04213308277441	0.0147653667799799
NCU07602	3.30933529582389	0.0148934946692668
NCU05711	2.80302102751257	0.0154068287253986
NCU04938	2.04605858637103	0.0160313620071355
NCU16005	2.16528295750347	0.0163059347603794
NCU09589	3.22873389528714	0.0165661742426633
NCU08259	3.29354476469355	0.0171103701046626
NCU03582	2.66534714282993	0.0176671638894527
NCU07229	2.49819898252216	0.0178315754362748
NCU08261	2.63230305903267	0.0179631447047613
NCU07146	3.75643110008956	0.0182066731534299
NCU05059	2.69561749374757	0.0199786538381699
gh18-1	2.64128293937683	0.0201102492359987
NCU10107	2.00496328402814	0.0203767054985759
hsp30-like protein	3.43454612608835	0.0214755235296586
NCU02486	2.19461267886839	0.0232919193735414
NCU07799	3.26225719277043	0.0233113570003035
NCU05673	2.4306991140987	0.0249391973630633
NCU08221	2.18273644042988	0.0253771964821068
NCU04889	3.34788283033181	0.0257476146807729
NCU05845	2.76201476950295	0.0257523179422058
NCU08086	2.77263553505546	0.0263665828204089
NCU00391	2.1816665789263	0.0264823922227349
NCU16703	3.30933529582389	0.0269448932598605
NCU05677	2.97268263182365	0.0270716179895331
NCU07350	2.00385566085061	0.0278463413406408
NCU10605	2.13066606548225	0.0278559374451417
NCU02919	3.17958541615309	0.0282713317614211
NCU06840	2.22297667070752	0.0292882961718557
NCU05596	2.04381813118626	0.029615915297548
NCU05143	2.03090176723577	0.0301596547030705
NCU05947	2.20829394335522	0.031332896895025
NCU06350	2.00149076804	0.0316600727538715
NCU09950	2.33689772141932	0.0342638656018039
NCU16474	2.33690889765518	0.0344762410079496
NCU04706	2.77877385302046	0.0353674016413856
NCU08865	2.79870870938081	0.0355831849290002
NCU02311	3.26225719277043	0.0366540381169697
NCU08236	3.26225719277043	0.0366846794460481
NCU09431	2.01880871267686	0.038365481738269
NCU07633	3.45485740831076	0.0387761740039527
NCU06885	2.77877385302046	0.0387780644587052
NCU00907	2.50465651316972	0.042039002972281
NCU07637	2.45247828954824	0.0426214133749034
NCU05005	2.30571524351331	0.0428524506646695
NCU06897	2.76201476950295	0.0430508608999467
NCU04710	2.03630175893443	0.048311936873463
NCU04867	2.77877385302046	0.0493265871682218
